⚙️  Running in WANDB offline mode
⚙️  Running in WANDB offline mode
Loading base model: allenai/Llama-3.1-Tulu-3-8B-SFT
Loading base model: allenai/Llama-3.1-Tulu-3-8B-SFT
No custom adapter provided, initializing new LoRA config.
No custom adapter provided, initializing new LoRA config.
Final LoRA model info:
trainable params: 83,886,080 || all params: 8,114,212,864 || trainable%: 1.0338
Final LoRA model info:
trainable params: 83,886,080 || all params: 8,114,212,864 || trainable%: 1.0338
{'loss': 0.6931, 'grad_norm': 3.0975279808044434, 'learning_rate': 0.0, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -119.5, 'logps/rejected': -193.0, 'logits/chosen': -1.578125, 'logits/rejected': -1.515625, 'epoch': 0.0}
{'loss': 0.6375, 'grad_norm': 3.5750081539154053, 'learning_rate': 0.0001711449159327462, 'rewards/chosen': -0.83984375, 'rewards/rejected': -1.7578125, 'rewards/accuracies': 0.5, 'rewards/margins': 0.91796875, 'logps/chosen': -79.0, 'logps/rejected': -85.5, 'logits/chosen': -1.0390625, 'logits/rejected': -1.078125, 'epoch': 0.73}
{'loss': 0.7959, 'grad_norm': 6.4485554695129395, 'learning_rate': 0.00017111289031224982, 'rewards/chosen': -1.40625, 'rewards/rejected': -1.6796875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.26953125, 'logps/chosen': -161.0, 'logps/rejected': -134.0, 'logits/chosen': -0.9453125, 'logits/rejected': -1.015625, 'epoch': 0.73}
{'loss': 0.6965, 'grad_norm': 4.701616287231445, 'learning_rate': 0.00017108086469175342, 'rewards/chosen': -1.390625, 'rewards/rejected': -1.5859375, 'rewards/accuracies': 0.625, 'rewards/margins': 0.1953125, 'logps/chosen': -121.0, 'logps/rejected': -81.5, 'logits/chosen': -0.91015625, 'logits/rejected': -1.109375, 'epoch': 0.73}
{'loss': 0.8545, 'grad_norm': 4.8863444328308105, 'learning_rate': 0.000171048839071257, 'rewards/chosen': -1.296875, 'rewards/rejected': -1.140625, 'rewards/accuracies': 0.5, 'rewards/margins': -0.1572265625, 'logps/chosen': -145.0, 'logps/rejected': -101.5, 'logits/chosen': -1.09375, 'logits/rejected': -1.0625, 'epoch': 0.73}
{'loss': 0.6016, 'grad_norm': 4.183816432952881, 'learning_rate': 0.00017101681345076063, 'rewards/chosen': -0.9921875, 'rewards/rejected': -1.875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.8828125, 'logps/chosen': -135.0, 'logps/rejected': -100.0, 'logits/chosen': -1.0546875, 'logits/rejected': -1.078125, 'epoch': 0.73}
{'loss': 0.4068, 'grad_norm': 3.129707098007202, 'learning_rate': 0.00017098478783026422, 'rewards/chosen': -0.32421875, 'rewards/rejected': -1.3515625, 'rewards/accuracies': 0.875, 'rewards/margins': 1.03125, 'logps/chosen': -94.0, 'logps/rejected': -115.0, 'logits/chosen': -0.88671875, 'logits/rejected': -0.921875, 'epoch': 0.73}
{'loss': 0.9221, 'grad_norm': 5.342751979827881, 'learning_rate': 0.0001709527622097678, 'rewards/chosen': -1.0234375, 'rewards/rejected': -0.8046875, 'rewards/accuracies': 0.5, 'rewards/margins': -0.2255859375, 'logps/chosen': -143.0, 'logps/rejected': -119.0, 'logits/chosen': -1.0625, 'logits/rejected': -1.078125, 'epoch': 0.73}
{'loss': 1.0462, 'grad_norm': 5.824126243591309, 'learning_rate': 0.00017092073658927143, 'rewards/chosen': -0.671875, 'rewards/rejected': -0.265625, 'rewards/accuracies': 0.5, 'rewards/margins': -0.40625, 'logps/chosen': -147.0, 'logps/rejected': -107.0, 'logits/chosen': -0.9140625, 'logits/rejected': -0.9375, 'epoch': 0.73}
{'loss': 0.3826, 'grad_norm': 1.9615122079849243, 'learning_rate': 0.00017088871096877504, 'rewards/chosen': -0.73828125, 'rewards/rejected': -2.0625, 'rewards/accuracies': 0.75, 'rewards/margins': 1.3359375, 'logps/chosen': -52.25, 'logps/rejected': -80.5, 'logits/chosen': -0.7734375, 'logits/rejected': -0.96875, 'epoch': 0.73}
{'loss': 0.6607, 'grad_norm': 4.841248989105225, 'learning_rate': 0.00017085668534827864, 'rewards/chosen': -1.546875, 'rewards/rejected': -2.09375, 'rewards/accuracies': 0.625, 'rewards/margins': 0.55078125, 'logps/chosen': -116.5, 'logps/rejected': -141.0, 'logits/chosen': -1.0859375, 'logits/rejected': -1.140625, 'epoch': 0.73}
{'loss': 1.0428, 'grad_norm': 4.854527950286865, 'learning_rate': 0.00017082465972778223, 'rewards/chosen': -1.15625, 'rewards/rejected': -1.0546875, 'rewards/accuracies': 0.625, 'rewards/margins': -0.10107421875, 'logps/chosen': -143.0, 'logps/rejected': -85.5, 'logits/chosen': -1.28125, 'logits/rejected': -1.296875, 'epoch': 0.73}
{'loss': 0.8515, 'grad_norm': 6.843603610992432, 'learning_rate': 0.00017079263410728582, 'rewards/chosen': -1.4921875, 'rewards/rejected': -1.625, 'rewards/accuracies': 0.5, 'rewards/margins': 0.12890625, 'logps/chosen': -161.0, 'logps/rejected': -152.0, 'logits/chosen': -0.98046875, 'logits/rejected': -0.90625, 'epoch': 0.73}
{'loss': 1.2858, 'grad_norm': 5.7544755935668945, 'learning_rate': 0.00017076060848678944, 'rewards/chosen': -1.6484375, 'rewards/rejected': -0.984375, 'rewards/accuracies': 0.375, 'rewards/margins': -0.66015625, 'logps/chosen': -86.5, 'logps/rejected': -96.5, 'logits/chosen': -0.99609375, 'logits/rejected': -1.125, 'epoch': 0.74}
{'loss': 0.6073, 'grad_norm': 5.931956768035889, 'learning_rate': 0.00017072858286629305, 'rewards/chosen': -0.58984375, 'rewards/rejected': -1.4921875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.90234375, 'logps/chosen': -181.0, 'logps/rejected': -158.0, 'logits/chosen': -1.109375, 'logits/rejected': -1.0703125, 'epoch': 0.74}
{'loss': 0.7235, 'grad_norm': 4.232266902923584, 'learning_rate': 0.00017069655724579665, 'rewards/chosen': -1.328125, 'rewards/rejected': -1.515625, 'rewards/accuracies': 0.5, 'rewards/margins': 0.189453125, 'logps/chosen': -107.5, 'logps/rejected': -78.0, 'logits/chosen': -1.125, 'logits/rejected': -1.265625, 'epoch': 0.74}
{'loss': 0.6174, 'grad_norm': 5.469818592071533, 'learning_rate': 0.00017066453162530024, 'rewards/chosen': -1.171875, 'rewards/rejected': -1.6953125, 'rewards/accuracies': 0.75, 'rewards/margins': 0.53125, 'logps/chosen': -102.0, 'logps/rejected': -86.5, 'logits/chosen': -1.171875, 'logits/rejected': -1.125, 'epoch': 0.74}
{'loss': 0.5251, 'grad_norm': 3.096179246902466, 'learning_rate': 0.00017063250600480386, 'rewards/chosen': -0.52734375, 'rewards/rejected': -1.34375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8203125, 'logps/chosen': -95.5, 'logps/rejected': -87.0, 'logits/chosen': -1.2578125, 'logits/rejected': -1.265625, 'epoch': 0.74}
{'loss': 0.5275, 'grad_norm': 4.554164409637451, 'learning_rate': 0.00017060048038430745, 'rewards/chosen': -0.5703125, 'rewards/rejected': -1.3828125, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8125, 'logps/chosen': -70.0, 'logps/rejected': -152.0, 'logits/chosen': -1.1953125, 'logits/rejected': -1.2265625, 'epoch': 0.74}
{'loss': 0.8214, 'grad_norm': 5.226322174072266, 'learning_rate': 0.00017056845476381104, 'rewards/chosen': -0.83203125, 'rewards/rejected': -1.3828125, 'rewards/accuracies': 0.625, 'rewards/margins': 0.55859375, 'logps/chosen': -155.0, 'logps/rejected': -125.0, 'logits/chosen': -1.09375, 'logits/rejected': -1.171875, 'epoch': 0.74}
{'loss': 0.8423, 'grad_norm': 4.810068607330322, 'learning_rate': 0.00017053642914331466, 'rewards/chosen': -1.1328125, 'rewards/rejected': -1.1640625, 'rewards/accuracies': 0.5, 'rewards/margins': 0.0341796875, 'logps/chosen': -132.0, 'logps/rejected': -92.0, 'logits/chosen': -1.1953125, 'logits/rejected': -1.2421875, 'epoch': 0.74}
{'loss': 0.363, 'grad_norm': 2.5541067123413086, 'learning_rate': 0.00017050440352281827, 'rewards/chosen': -0.1171875, 'rewards/rejected': -1.328125, 'rewards/accuracies': 0.75, 'rewards/margins': 1.2109375, 'logps/chosen': -119.0, 'logps/rejected': -86.0, 'logits/chosen': -1.2109375, 'logits/rejected': -1.1640625, 'epoch': 0.74}
{'loss': 0.5646, 'grad_norm': 4.6386823654174805, 'learning_rate': 0.00017047237790232187, 'rewards/chosen': -0.70703125, 'rewards/rejected': -1.5546875, 'rewards/accuracies': 0.75, 'rewards/margins': 0.84765625, 'logps/chosen': -103.5, 'logps/rejected': -126.0, 'logits/chosen': -1.0703125, 'logits/rejected': -1.125, 'epoch': 0.74}
{'loss': 0.6321, 'grad_norm': 4.001159191131592, 'learning_rate': 0.00017044035228182546, 'rewards/chosen': -0.470703125, 'rewards/rejected': -0.7109375, 'rewards/accuracies': 0.5, 'rewards/margins': 0.23828125, 'logps/chosen': -82.0, 'logps/rejected': -122.0, 'logits/chosen': -1.15625, 'logits/rejected': -1.171875, 'epoch': 0.74}
{'loss': 0.4323, 'grad_norm': 4.031064033508301, 'learning_rate': 0.00017040832666132908, 'rewards/chosen': -0.484375, 'rewards/rejected': -1.75, 'rewards/accuracies': 0.875, 'rewards/margins': 1.265625, 'logps/chosen': -133.0, 'logps/rejected': -77.0, 'logits/chosen': -0.98828125, 'logits/rejected': -0.9375, 'epoch': 0.74}
{'loss': 0.4636, 'grad_norm': 3.0718941688537598, 'learning_rate': 0.00017037630104083267, 'rewards/chosen': -0.578125, 'rewards/rejected': -1.5, 'rewards/accuracies': 0.875, 'rewards/margins': 0.921875, 'logps/chosen': -102.0, 'logps/rejected': -114.5, 'logits/chosen': -1.015625, 'logits/rejected': -1.1328125, 'epoch': 0.74}
{'loss': 0.1813, 'grad_norm': 1.5887454748153687, 'learning_rate': 0.00017034427542033628, 'rewards/chosen': -0.068359375, 'rewards/rejected': -1.984375, 'rewards/accuracies': 1.0, 'rewards/margins': 1.921875, 'logps/chosen': -98.0, 'logps/rejected': -75.0, 'logits/chosen': -1.1875, 'logits/rejected': -1.2890625, 'epoch': 0.75}
{'loss': 0.4606, 'grad_norm': 3.0066945552825928, 'learning_rate': 0.00017031224979983988, 'rewards/chosen': -0.423828125, 'rewards/rejected': -1.375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.95703125, 'logps/chosen': -80.5, 'logps/rejected': -134.0, 'logits/chosen': -1.125, 'logits/rejected': -1.21875, 'epoch': 0.75}
{'loss': 0.4644, 'grad_norm': 3.8798463344573975, 'learning_rate': 0.0001702802241793435, 'rewards/chosen': -0.265625, 'rewards/rejected': -1.4609375, 'rewards/accuracies': 0.625, 'rewards/margins': 1.1953125, 'logps/chosen': -105.0, 'logps/rejected': -126.0, 'logits/chosen': -1.1015625, 'logits/rejected': -1.21875, 'epoch': 0.75}
{'loss': 0.9688, 'grad_norm': 8.877252578735352, 'learning_rate': 0.00017024819855884709, 'rewards/chosen': -1.375, 'rewards/rejected': -1.0859375, 'rewards/accuracies': 0.5, 'rewards/margins': -0.287109375, 'logps/chosen': -100.0, 'logps/rejected': -82.0, 'logits/chosen': -0.88671875, 'logits/rejected': -0.8125, 'epoch': 0.75}
{'loss': 0.6229, 'grad_norm': 6.5614728927612305, 'learning_rate': 0.00017021617293835068, 'rewards/chosen': -0.482421875, 'rewards/rejected': -1.6875, 'rewards/accuracies': 0.75, 'rewards/margins': 1.203125, 'logps/chosen': -184.0, 'logps/rejected': -187.0, 'logits/chosen': -1.21875, 'logits/rejected': -1.2421875, 'epoch': 0.75}
{'loss': 1.0077, 'grad_norm': 6.235903263092041, 'learning_rate': 0.00017018414731785427, 'rewards/chosen': -1.90625, 'rewards/rejected': -1.9296875, 'rewards/accuracies': 0.5, 'rewards/margins': 0.02294921875, 'logps/chosen': -125.5, 'logps/rejected': -106.0, 'logits/chosen': -1.0546875, 'logits/rejected': -1.0, 'epoch': 0.75}
{'loss': 0.7883, 'grad_norm': 4.91749906539917, 'learning_rate': 0.0001701521216973579, 'rewards/chosen': -1.484375, 'rewards/rejected': -1.7734375, 'rewards/accuracies': 0.5, 'rewards/margins': 0.2890625, 'logps/chosen': -89.5, 'logps/rejected': -97.0, 'logits/chosen': -1.1484375, 'logits/rejected': -1.1015625, 'epoch': 0.75}
{'loss': 0.7811, 'grad_norm': 4.65041446685791, 'learning_rate': 0.0001701200960768615, 'rewards/chosen': -1.7421875, 'rewards/rejected': -1.9453125, 'rewards/accuracies': 0.625, 'rewards/margins': 0.2001953125, 'logps/chosen': -57.75, 'logps/rejected': -93.0, 'logits/chosen': -1.0859375, 'logits/rejected': -1.1796875, 'epoch': 0.75}
{'loss': 0.8925, 'grad_norm': 5.395151615142822, 'learning_rate': 0.0001700880704563651, 'rewards/chosen': -1.8046875, 'rewards/rejected': -1.7734375, 'rewards/accuracies': 0.625, 'rewards/margins': -0.035400390625, 'logps/chosen': -86.0, 'logps/rejected': -141.0, 'logits/chosen': -0.94921875, 'logits/rejected': -0.96875, 'epoch': 0.75}
{'loss': 0.6806, 'grad_norm': 3.8124523162841797, 'learning_rate': 0.0001700560448358687, 'rewards/chosen': -0.9453125, 'rewards/rejected': -1.25, 'rewards/accuracies': 0.5, 'rewards/margins': 0.3046875, 'logps/chosen': -89.5, 'logps/rejected': -79.5, 'logits/chosen': -0.84765625, 'logits/rejected': -0.8671875, 'epoch': 0.75}
{'loss': 0.6284, 'grad_norm': 4.859877109527588, 'learning_rate': 0.0001700240192153723, 'rewards/chosen': -0.70703125, 'rewards/rejected': -1.1875, 'rewards/accuracies': 0.875, 'rewards/margins': 0.474609375, 'logps/chosen': -186.0, 'logps/rejected': -79.0, 'logits/chosen': -0.94921875, 'logits/rejected': -0.9609375, 'epoch': 0.75}
{'loss': 0.7247, 'grad_norm': 4.939608097076416, 'learning_rate': 0.0001699919935948759, 'rewards/chosen': -0.92578125, 'rewards/rejected': -1.796875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.87890625, 'logps/chosen': -62.0, 'logps/rejected': -98.5, 'logits/chosen': -0.7734375, 'logits/rejected': -0.84765625, 'epoch': 0.75}
{'loss': 0.8215, 'grad_norm': 4.930753707885742, 'learning_rate': 0.00016995996797437951, 'rewards/chosen': -1.28125, 'rewards/rejected': -1.4296875, 'rewards/accuracies': 0.5, 'rewards/margins': 0.146484375, 'logps/chosen': -94.0, 'logps/rejected': -93.0, 'logits/chosen': -0.91015625, 'logits/rejected': -0.9609375, 'epoch': 0.76}
{'loss': 0.625, 'grad_norm': 4.924715995788574, 'learning_rate': 0.0001699279423538831, 'rewards/chosen': -0.7578125, 'rewards/rejected': -1.28125, 'rewards/accuracies': 0.5, 'rewards/margins': 0.5234375, 'logps/chosen': -146.0, 'logps/rejected': -99.0, 'logits/chosen': -0.9609375, 'logits/rejected': -1.03125, 'epoch': 0.76}
{'loss': 0.9866, 'grad_norm': 5.974596977233887, 'learning_rate': 0.00016989591673338672, 'rewards/chosen': -0.66796875, 'rewards/rejected': -0.34375, 'rewards/accuracies': 0.375, 'rewards/margins': -0.32421875, 'logps/chosen': -143.0, 'logps/rejected': -111.0, 'logits/chosen': -0.82421875, 'logits/rejected': -0.875, 'epoch': 0.76}
{'loss': 0.7581, 'grad_norm': 7.020190238952637, 'learning_rate': 0.00016986389111289032, 'rewards/chosen': -1.0546875, 'rewards/rejected': -1.484375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.4296875, 'logps/chosen': -149.0, 'logps/rejected': -226.0, 'logits/chosen': -0.71875, 'logits/rejected': -0.83203125, 'epoch': 0.76}
{'loss': 1.1555, 'grad_norm': 7.53972864151001, 'learning_rate': 0.0001698318654923939, 'rewards/chosen': -1.25, 'rewards/rejected': -0.76171875, 'rewards/accuracies': 0.375, 'rewards/margins': -0.4921875, 'logps/chosen': -154.0, 'logps/rejected': -92.5, 'logits/chosen': -0.89453125, 'logits/rejected': -0.65625, 'epoch': 0.76}
{'loss': 0.7161, 'grad_norm': 6.482419967651367, 'learning_rate': 0.00016979983987189753, 'rewards/chosen': -0.78515625, 'rewards/rejected': -1.1640625, 'rewards/accuracies': 0.75, 'rewards/margins': 0.380859375, 'logps/chosen': -113.0, 'logps/rejected': -112.0, 'logits/chosen': -0.88671875, 'logits/rejected': -0.953125, 'epoch': 0.76}
{'loss': 0.4548, 'grad_norm': 3.606863260269165, 'learning_rate': 0.00016976781425140114, 'rewards/chosen': -0.080078125, 'rewards/rejected': -1.2109375, 'rewards/accuracies': 0.625, 'rewards/margins': 1.1328125, 'logps/chosen': -139.0, 'logps/rejected': -87.5, 'logits/chosen': -1.15625, 'logits/rejected': -1.0859375, 'epoch': 0.76}
{'loss': 0.6398, 'grad_norm': 4.769467830657959, 'learning_rate': 0.00016973578863090473, 'rewards/chosen': -0.63671875, 'rewards/rejected': -1.671875, 'rewards/accuracies': 0.5, 'rewards/margins': 1.03125, 'logps/chosen': -121.0, 'logps/rejected': -141.0, 'logits/chosen': -0.87109375, 'logits/rejected': -0.99609375, 'epoch': 0.76}
{'loss': 1.3508, 'grad_norm': 10.532429695129395, 'learning_rate': 0.00016970376301040833, 'rewards/chosen': -0.8515625, 'rewards/rejected': 0.055908203125, 'rewards/accuracies': 0.25, 'rewards/margins': -0.90625, 'logps/chosen': -198.0, 'logps/rejected': -93.0, 'logits/chosen': -0.9765625, 'logits/rejected': -0.890625, 'epoch': 0.76}
{'loss': 0.6958, 'grad_norm': 4.003926753997803, 'learning_rate': 0.00016967173738991194, 'rewards/chosen': -0.5703125, 'rewards/rejected': -0.92578125, 'rewards/accuracies': 0.625, 'rewards/margins': 0.357421875, 'logps/chosen': -94.0, 'logps/rejected': -94.5, 'logits/chosen': -0.890625, 'logits/rejected': -1.03125, 'epoch': 0.76}
{'loss': 0.724, 'grad_norm': 3.9329617023468018, 'learning_rate': 0.00016963971176941554, 'rewards/chosen': -0.294921875, 'rewards/rejected': -0.466796875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.171875, 'logps/chosen': -112.5, 'logps/rejected': -76.0, 'logits/chosen': -0.94921875, 'logits/rejected': -1.0, 'epoch': 0.76}
{'loss': 0.4515, 'grad_norm': 3.2954800128936768, 'learning_rate': 0.00016960768614891915, 'rewards/chosen': -0.1416015625, 'rewards/rejected': -1.0859375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.9453125, 'logps/chosen': -107.0, 'logps/rejected': -76.5, 'logits/chosen': -1.0703125, 'logits/rejected': -0.8046875, 'epoch': 0.76}
{'loss': 0.5923, 'grad_norm': 4.124840259552002, 'learning_rate': 0.00016957566052842274, 'rewards/chosen': -0.6953125, 'rewards/rejected': -1.2734375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.578125, 'logps/chosen': -115.0, 'logps/rejected': -105.5, 'logits/chosen': -0.953125, 'logits/rejected': -0.9609375, 'epoch': 0.76}
{'loss': 0.6551, 'grad_norm': 3.9225704669952393, 'learning_rate': 0.00016954363490792636, 'rewards/chosen': -0.1787109375, 'rewards/rejected': -0.87890625, 'rewards/accuracies': 0.75, 'rewards/margins': 0.69921875, 'logps/chosen': -116.5, 'logps/rejected': -122.0, 'logits/chosen': -0.9296875, 'logits/rejected': -1.140625, 'epoch': 0.77}
{'loss': 0.567, 'grad_norm': 5.896816253662109, 'learning_rate': 0.00016951160928742995, 'rewards/chosen': 0.0341796875, 'rewards/rejected': -0.625, 'rewards/accuracies': 0.875, 'rewards/margins': 0.66015625, 'logps/chosen': -145.0, 'logps/rejected': -104.0, 'logits/chosen': -0.9765625, 'logits/rejected': -0.94140625, 'epoch': 0.77}
{'loss': 0.4852, 'grad_norm': 3.8438644409179688, 'learning_rate': 0.00016947958366693355, 'rewards/chosen': -0.59375, 'rewards/rejected': -1.375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.78515625, 'logps/chosen': -245.0, 'logps/rejected': -89.0, 'logits/chosen': -0.8828125, 'logits/rejected': -0.87109375, 'epoch': 0.77}
{'loss': 0.9044, 'grad_norm': 5.0417914390563965, 'learning_rate': 0.00016944755804643714, 'rewards/chosen': -0.828125, 'rewards/rejected': -0.625, 'rewards/accuracies': 0.375, 'rewards/margins': -0.203125, 'logps/chosen': -121.0, 'logps/rejected': -100.5, 'logits/chosen': -0.953125, 'logits/rejected': -0.95703125, 'epoch': 0.77}
{'loss': 0.7457, 'grad_norm': 4.625888824462891, 'learning_rate': 0.00016941553242594078, 'rewards/chosen': -0.4765625, 'rewards/rejected': -0.6484375, 'rewards/accuracies': 0.25, 'rewards/margins': 0.171875, 'logps/chosen': -123.5, 'logps/rejected': -85.0, 'logits/chosen': -1.09375, 'logits/rejected': -1.0703125, 'epoch': 0.77}
{'loss': 0.8471, 'grad_norm': 4.69700813293457, 'learning_rate': 0.00016938350680544437, 'rewards/chosen': -0.365234375, 'rewards/rejected': -0.55078125, 'rewards/accuracies': 0.75, 'rewards/margins': 0.1865234375, 'logps/chosen': -98.5, 'logps/rejected': -110.0, 'logits/chosen': -0.9921875, 'logits/rejected': -1.1875, 'epoch': 0.77}
{'loss': 0.689, 'grad_norm': 4.023925304412842, 'learning_rate': 0.00016935148118494796, 'rewards/chosen': -0.546875, 'rewards/rejected': -0.64453125, 'rewards/accuracies': 0.5, 'rewards/margins': 0.09375, 'logps/chosen': -76.0, 'logps/rejected': -89.5, 'logits/chosen': -1.015625, 'logits/rejected': -0.98828125, 'epoch': 0.77}
{'loss': 0.8765, 'grad_norm': 4.974753379821777, 'learning_rate': 0.00016931945556445156, 'rewards/chosen': -1.1640625, 'rewards/rejected': -1.234375, 'rewards/accuracies': 0.375, 'rewards/margins': 0.07568359375, 'logps/chosen': -87.0, 'logps/rejected': -76.0, 'logits/chosen': -0.9765625, 'logits/rejected': -0.98046875, 'epoch': 0.77}
{'loss': 0.5311, 'grad_norm': 3.2961981296539307, 'learning_rate': 0.00016928742994395517, 'rewards/chosen': -0.55078125, 'rewards/rejected': -1.3828125, 'rewards/accuracies': 0.75, 'rewards/margins': 0.8359375, 'logps/chosen': -94.0, 'logps/rejected': -162.0, 'logits/chosen': -0.921875, 'logits/rejected': -0.984375, 'epoch': 0.77}
{'loss': 0.8859, 'grad_norm': 3.8080554008483887, 'learning_rate': 0.00016925540432345877, 'rewards/chosen': -0.8515625, 'rewards/rejected': -0.8828125, 'rewards/accuracies': 0.375, 'rewards/margins': 0.0341796875, 'logps/chosen': -76.0, 'logps/rejected': -95.0, 'logits/chosen': -0.94921875, 'logits/rejected': -1.046875, 'epoch': 0.77}
{'loss': 0.6305, 'grad_norm': 3.075253963470459, 'learning_rate': 0.00016922337870296238, 'rewards/chosen': -0.75390625, 'rewards/rejected': -1.2421875, 'rewards/accuracies': 0.5, 'rewards/margins': 0.484375, 'logps/chosen': -78.5, 'logps/rejected': -69.0, 'logits/chosen': -1.0, 'logits/rejected': -0.99609375, 'epoch': 0.77}
{'loss': 0.4709, 'grad_norm': 3.3054635524749756, 'learning_rate': 0.00016919135308246597, 'rewards/chosen': -1.2421875, 'rewards/rejected': -1.9375, 'rewards/accuracies': 0.75, 'rewards/margins': 0.69921875, 'logps/chosen': -116.0, 'logps/rejected': -74.0, 'logits/chosen': -1.1015625, 'logits/rejected': -1.1953125, 'epoch': 0.77}
{'loss': 0.9198, 'grad_norm': 6.941032886505127, 'learning_rate': 0.0001691593274619696, 'rewards/chosen': -2.15625, 'rewards/rejected': -2.0, 'rewards/accuracies': 0.5, 'rewards/margins': -0.1474609375, 'logps/chosen': -139.0, 'logps/rejected': -111.5, 'logits/chosen': -0.875, 'logits/rejected': -1.09375, 'epoch': 0.78}
{'loss': 0.7429, 'grad_norm': 4.56917667388916, 'learning_rate': 0.00016912730184147318, 'rewards/chosen': -1.2109375, 'rewards/rejected': -1.625, 'rewards/accuracies': 0.625, 'rewards/margins': 0.408203125, 'logps/chosen': -96.0, 'logps/rejected': -148.0, 'logits/chosen': -1.0546875, 'logits/rejected': -1.1171875, 'epoch': 0.78}
{'loss': 0.3097, 'grad_norm': 2.342827796936035, 'learning_rate': 0.00016909527622097678, 'rewards/chosen': -0.55859375, 'rewards/rejected': -1.8046875, 'rewards/accuracies': 1.0, 'rewards/margins': 1.2421875, 'logps/chosen': -138.0, 'logps/rejected': -81.0, 'logits/chosen': -1.125, 'logits/rejected': -1.0859375, 'epoch': 0.78}
{'loss': 0.4829, 'grad_norm': 3.478376626968384, 'learning_rate': 0.0001690632506004804, 'rewards/chosen': -1.1171875, 'rewards/rejected': -1.9375, 'rewards/accuracies': 0.875, 'rewards/margins': 0.81640625, 'logps/chosen': -105.0, 'logps/rejected': -66.5, 'logits/chosen': -0.87109375, 'logits/rejected': -1.0234375, 'epoch': 0.78}
{'loss': 0.9259, 'grad_norm': 5.4011688232421875, 'learning_rate': 0.000169031224979984, 'rewards/chosen': -1.3046875, 'rewards/rejected': -1.53125, 'rewards/accuracies': 0.5, 'rewards/margins': 0.234375, 'logps/chosen': -103.0, 'logps/rejected': -176.0, 'logits/chosen': -1.1640625, 'logits/rejected': -1.171875, 'epoch': 0.78}
{'loss': 0.3821, 'grad_norm': 2.795170783996582, 'learning_rate': 0.0001689991993594876, 'rewards/chosen': -0.34765625, 'rewards/rejected': -2.28125, 'rewards/accuracies': 0.875, 'rewards/margins': 1.9296875, 'logps/chosen': -105.0, 'logps/rejected': -68.0, 'logits/chosen': -1.046875, 'logits/rejected': -0.890625, 'epoch': 0.78}
{'loss': 0.7156, 'grad_norm': 4.510243892669678, 'learning_rate': 0.0001689671737389912, 'rewards/chosen': -1.421875, 'rewards/rejected': -1.640625, 'rewards/accuracies': 0.625, 'rewards/margins': 0.22265625, 'logps/chosen': -149.0, 'logps/rejected': -119.5, 'logits/chosen': -1.15625, 'logits/rejected': -1.28125, 'epoch': 0.78}
{'loss': 0.6264, 'grad_norm': 4.940985679626465, 'learning_rate': 0.0001689351481184948, 'rewards/chosen': -1.375, 'rewards/rejected': -1.8828125, 'rewards/accuracies': 0.375, 'rewards/margins': 0.5078125, 'logps/chosen': -216.0, 'logps/rejected': -85.5, 'logits/chosen': -1.2421875, 'logits/rejected': -1.171875, 'epoch': 0.78}
{'loss': 0.7531, 'grad_norm': 4.496788501739502, 'learning_rate': 0.0001689031224979984, 'rewards/chosen': -1.109375, 'rewards/rejected': -1.71875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.609375, 'logps/chosen': -107.5, 'logps/rejected': -106.5, 'logits/chosen': -1.2265625, 'logits/rejected': -1.1953125, 'epoch': 0.78}
{'loss': 0.4942, 'grad_norm': 3.2607123851776123, 'learning_rate': 0.000168871096877502, 'rewards/chosen': -0.8828125, 'rewards/rejected': -1.515625, 'rewards/accuracies': 0.625, 'rewards/margins': 0.63671875, 'logps/chosen': -126.0, 'logps/rejected': -118.5, 'logits/chosen': -1.21875, 'logits/rejected': -1.1953125, 'epoch': 0.78}
{'loss': 0.8007, 'grad_norm': 5.985937595367432, 'learning_rate': 0.00016883907125700561, 'rewards/chosen': -0.89453125, 'rewards/rejected': -1.2421875, 'rewards/accuracies': 0.625, 'rewards/margins': 0.34765625, 'logps/chosen': -116.0, 'logps/rejected': -99.0, 'logits/chosen': -1.1171875, 'logits/rejected': -1.0546875, 'epoch': 0.78}
{'loss': 0.9783, 'grad_norm': 5.37698221206665, 'learning_rate': 0.00016880704563650923, 'rewards/chosen': -1.140625, 'rewards/rejected': -1.0859375, 'rewards/accuracies': 0.375, 'rewards/margins': -0.0537109375, 'logps/chosen': -147.0, 'logps/rejected': -111.0, 'logits/chosen': -1.3515625, 'logits/rejected': -1.21875, 'epoch': 0.78}
